구인상태,근무내용,근무시간,근무지역,급여,등록일,성별,업체명,연령,지원방법,지원서류,직종,채용인원
구인상태구인마감,"근무내용<종로농원>- 지하철 배송원 3명*꽃바구니, 꽃다발 배송 업무(서울, 경기도 전체)*주5일 09:00~16:00 / 주말 근무 선택 가능*1건당 8,000~10,000원*성별 무관, 65세이상, 길찾기 가능하고 건강하신 분*근무지 : 종로구 인사동길 25-1 (인사동) 종로농원 / 종로3가역 5번출구*지원방법 : 전화 후 방문 010-5241-9601*지원서류 : 신분증*정보출처 : 서울노인복지센터",근무시간주5일,근무지역서울시내,"급여건당 8,000~10,000원",등록일2024-11-26,성별무관,업체명종로농원,연령65세 이상~,지원방법전화 후 방문 010-5241-9601,지원서류,직종지하철 배송원,채용인원3명
구인상태구인마감,"근무내용<(주)신현대관리>
- 아파트 외곽청소원 1명
*외곽 및 지하주차장 청소 업무
*주6일, 평일 08:00~15:00 (휴게1시간), 격주 토 08:00~11:30
*월급 1,676,900원
*계약직(12개월)
*남
*근무지 : 용산구 서빙고로 413,(한남동)하이페리온 / 경의중앙선 한남역
*지원방법 : 팩스지원 02-471-0147
*지원서류 : 이력서
*정보출처 : 고용24",근무시간주6일,근무지역용산구 한남동,"급여월급 1,676,900원",등록일2024-11-26,성별남,업체명(주)신현대관리,연령~70세까지,지원방법팩스지원 02-471-0147,지원서류,직종아파트 외곽청소원,채용인원1명
구인상태구인마감,"근무내용<주식회사에스제이서비스>
- 건물 영선원 1명
*오피스텔 영선, 주말 청소지원 업무
*격일, 08:30~익일08:30 (휴게 11시간, 주간2시간, 야간 9시간) 
*월급 290만원
*상용직
*남, 경력 1년이상 우대
*근무지 : 강남구 삼성로85길 42 (대치동) 대우아이빌멤버스 / 선릉역 1번출구
*지원방법 : 이메일지원 xuanwo70@korea.kr / 전화 후 방문 02-2171-1916
*지원서류 : 이력서
*정보출처 : 고용24","근무시간격일, 08:30~익일08:30",근무지역강남구 대치동,급여월급 290만원,등록일2024-11-26,성별남,업체명주식회사에스제이서비스,연령무관,지원방법이메일지원 xuanwo70@korea.kr,지원서류,직종건물 영선원,채용인원1명
구인상태구인마감,"근무내용<아시아미디어타워관리단>
- 주차 관리원 1명
*자동차 승강기 주차 관리 업무
*주당야비(주간07:00~17:00, 당직08:00~20:00, 야간20:00~익일07:00, 비번)
*월급 241만원
*계약직(12개월)
*남
*근무지 : 중구 충무로 29(초동) 아시아미디어타워 지하4층관리사무소  / 을지로3가역 9번출구
*지원방법 : 전화 후 방문 02-2200-4118 / 팩스지원 02-2200-4117
*지원서류 : 이력서
*정보출처 : 고용24",근무시간주당야비,근무지역중구 초동,급여월급 241만원,등록일2024-11-26,성별남,업체명아시아미디어타워관리단,연령무관,지원방법전화 후 방문 02-2200-4118,지원서류,직종주차 관리원,채용인원1명
구인상태구인마감,"근무내용- 빌딩 경비원 1명
*아파트 상가 시설관리 업무
*격일 07:00~익일07:00(휴게 11.5시간)
*월급 224만원
*계약직(12개월)
*남, 일반경비원 신임교육이수증 필수
*근무지 : 마포구 양화로 156 (동교동), LG팰리스빌딩  / 홍대입구역 9번출구
*지원방법 : 전화 후 방문 02-3142-3078 / 팩스지원 02-3142-3707
*지원서류 : 이력서
*정보출처 : 고용24",근무시간격일 07:00~익일07:00,근무지역마포구 동교동,급여월급 224만원,등록일2024-11-26,성별남,업체명LG팰리스빌딩관리단,연령무관,지원방법전화 후 방문 02-3142-3078,지원서류,직종빌딩 경비원,채용인원1명
구인상태구인마감,"근무내용<(주)대원제삼차자산관리>- 고시텔 청소원 1명*고시텔 내 복도, 공용공간 청소, 분리수거 업무- 퇴실청소 1주에 1건 정도, 4평 18객실*주3일, 월수금 15:00~17:00 혹은 16:00~18:00 선택 가능 (2시간)*월급 350,000원*계약직(12개월), 12월 2일부터 출근*성별무관, ~70세까지*근무지 : 강서로 54길 27, 3층 / 발산역 3, 4번출구*지원방법 : 전화 후 방문 010-3223-8560*지원서류 : 이력서*정보출처 : 서울노인복지센터",근무시간주3일,근무지역강서구 등촌동,"급여월급 350,000원",등록일2024-11-26,성별무관,업체명(주)대원제삼차자산관리,연령~70세까지,지원방법전화 후 방문 010-3223-8560,지원서류,직종고시텔 청소원,채용인원1명
구인상태구인마감,"근무내용<주식회사인동>
- 아파트 경비원 2명
*아파트 경비 업무
*격일, 06:00~익일 06:00 (휴게 10시간)
*월급 213만원
*계약직(2개월, 계약기간 만료 후 상용직전환검토)
*남, 경비원신임교육 필수
*근무지 : 노원구 동일로215길 48(상계동) 상계주공3단지아파트 / 노원역 6번 출구
*지원방법 : 팩스지원 02-932-5220 / 이메일지원 indong0229@daum.net
*지원서류 : 이력서, 일반경비원 신임교육 이수증, ""상계주공3단지아파트"" 지원 표기
*정보출처 : 고용24","근무시간격일, 06:00~익일 06:00",근무지역노원구 상계동,급여월급 213만원,등록일2024-11-26,성별남,업체명주식회사인동,연령무관,지원방법팩스지원 02-932-5220,지원서류,직종아파트 경비원,채용인원1명
구인상태구인마감,"근무내용<(주)주신엠에스>
- 빌딩 경비원 1명
*빌딩 경비 및 기계식 주차 관리 업무
*격일, 06:00~익일 06:00
*월급 196만원
*계약직(3개월)
*남, 경비원신임교육 필수, 기계식 주차교육 우대
*근무지 : 도봉구 노해로 397-15(창동) 백상빌딩  / 창동역 1번출구
*지원방법 : 팩스지원 0505-343-0144 / 이메일지원 jushin@jsco.co.kr
*지원서류 : 이력서
*정보출처 : 고용24","근무시간격일, 06:00~익일 06:00",근무지역도봉구 창동,급여월급 196만원,등록일2024-11-26,성별남,업체명(주)주신엠에스,연령무관,지원방법팩스지원 0505-343-0144,지원서류,직종빌딩 경비원,채용인원1명
구인상태구인마감,"근무내용<주식회사 로이안에이치앤에프>
- 스포츠센터 청소원 1명
*주6일, 평일, 07:00 ~ 15:30(6.5시간)  / 토요일 09:00 - 12:00(3시간)
*월급 184만원
*계약직(3개월)
*여, 복지카드소지자 우대
*근무지 : 서초구 나루터로 43 (잠원동) 신사스포츠센타 / 잠원역 4번출구
*지원방법 : 팩스지원 02-2058-1963 / 이메일지원 roiaan_ws@naver.com
*지원서류 : 이력서
*정보출처 : 고용24",근무시간주6일,근무지역서초구 잠원동,급여월급 184만원,등록일2024-11-26,성별여,업체명주식회사 로이안에이치앤에프,연령무관,지원방법팩스지원 02-2058-1963,지원서류,직종스포츠센터 청소원,채용인원1명
구인상태구인마감,"근무내용<(주)아크로비엠에스>
- 시설주차관리원 1명
*시설관리 및 주차관리 업무
*주5일 08:30~17:30
*월급 243만원 이상
*계약직(12개월)
*남, 방화관리자 2급이상, 경력 1년 이상
*근무지 : 강남구 일원로 53 (일원동) 소림빌딩 / 대청역 4번출구
*지원방법 : 팩스지원 031-574-9008
*지원서류 : 이력서
*정보출처 : 고용24",근무시간주5일,근무지역강남구 일원동,급여월급 243만원 이상,등록일2024-11-26,성별남,업체명(주)아크로비엠에스,연령무관,지원방법팩스지원 031-574-9008,지원서류,직종시설주차관리원,채용인원1명
구인상태구인마감,"근무내용<(주)신현대관리>
- 빌딩 경비원 1명
*격일, 07:00~익일 07:00(휴게 주간 2,야간 7 시)
*월급 239만원
*계약직(12개월)
*남, 경비교육 이수증, 운전가능자
*근무지 : 강남구 영동대로75길 9, 수암빌딩 / 삼성역 3번출구
*지원방법 : 전화 후 방문 010-5355-5529 / 팩스지원 02-471-0147 / 이메일지원 shd0140@naver.com
*지원서류 : 이력서
*정보출처 : 고용24","근무시간격일, 07:00~익일 07:00",근무지역강남구 대치동,급여월급 239만원,등록일2024-11-26,성별남,업체명(주)신현대관리,연령무관,지원방법전화 후 방문 010-5355-5529,지원서류,직종빌딩 경비원,채용인원1명
구인상태구인마감,"근무내용<인덕종합관리(주)>
- 아파트 경비원 1명
*격일, 06:00~익일 06:00(휴게시간 주간 5,야간 5)
*월급 2,325,000원
*계약직(6개월)
*남, 경비교육이수 필,경력 6개월 우대
*근무지 : 강서구 공항대로61길 60(염창동) 태영송화아파트 / 9호선 등촌 2번출구
*지원방법 : 팩스지원 02-984-9847
*지원서류 : 이력서 (상단에 ""태영송화아파트 경비원지원"" 기재)
*정보출처 : 고용24","근무시간격일, 06:00~익일 06:00",근무지역강서구 염창동,"급여월급 2,325,000원",등록일2024-11-26,성별남,업체명인덕종합관리(주),연령무관,지원방법팩스지원 02-984-9847,지원서류,직종아파트 경비원,채용인원1명
구인상태구인마감,"근무내용<(주)씨앤에스자산관리>
- 의류매장 청소원 1명
*주3일 10:00~14:00 (월~금,4시간)
*월급 90만원
*계약직 (12개월)
*여
*근무지 : 마포구 어울마당로 132,엠플레이그라운드(서교동) / 2호선 홍대입구역
*지원방법 : 이력서 사진찍어 전송 010-9491-6984
*지원서류 : 이력서
*정보출처 : 고용24",근무시간주3일,근무지역마포구 서교동,급여월급 90만원,등록일2024-11-26,성별여,업체명씨앤에스자산관리,연령무관,지원방법문자지원 010-9491-6984,지원서류,직종매장 청소원,채용인원1명
구인상태구인마감,"근무내용<삼진엠피에스주식회사>
- 오피스텔 경비원 1명
*격일, 08:00~익일 08:00
*월급 2,132,840원
*계약직 (24개월)
*남, 경비신임교육 이수증 소지자 필수 
*근무지 : 송파구 백제고분로7길 41(잠실동) NS파인트리 / 2호선 잠실새내역
*지원방법 : 팩스지원 02-558-8218 / 이메일 지원 indeday23@naver.com
*지원서류 : 이력서
*정보출처 : 고용24",근무시간격일8:00~익일08:00,근무지역송파구 잠실동,"급여월급 2,132,840원",등록일2024-11-26,성별남,업체명삼진엠피에스주식회사,연령무관,지원방법팩스지원 02-558-8218,지원서류,직종오피스텔 경비원,채용인원1명
구인상태구인마감,"근무내용<(주)두원에이앤씨>
- 아파트 청소원 2명
*주상복합 아파트 내부 청소 업무
*주6일, 평일 08:30~16:00 (휴게 1시간) / 격주 토 08:30~11:00
*월급 180만원
*계약직(12개월)
*여, ~70세까지
*근무지 : 동대문구 답십리로 27 (전농동) 롯데캐슬 / 청량리역 5번 출구
*지원방법 : 전화 후 방문 02-865-5025
*지원서류 : 이력서
*정보출처 : 고용24",근무시간주6일,근무지역동대문구 전농동,급여월급 180만원,등록일2024-11-26,성별여,업체명(주)두원에이앤씨,연령~70세까지,지원방법전화 후 방문 02-865-5025,지원서류,직종아파트 청소원,채용인원2명
구인상태구인마감,"근무내용<(주)오케이시스템>
- 빌딩청소원 1명
*주5일, 평일 08:00-16:00 (휴게 3시간) / 격주 토  08:00-12:00
*월급 186만원
*계약직(25개월)
*여, ~70세까지
*근무지 : 종로구 종로 210, 하이뷰더광장 오피스텔 (종로5가), 종로5가역 8번출구
*지원방법 : 전화 후 방문 02-3473-2754 / 팩스지원 02-3473-2755
*지원서류 : 이력서
*정보출처 : 고용24",근무시간주5일,근무지역종로구 종로5가,급여186만원,등록일2024-11-26,성별여,업체명(주)오케이시스템,연령~70세까지,지원방법전화 후 방문 02-3473-2754,지원서류,직종빌딩청소원,채용인원1명
구인상태구인마감,"근무내용<N서울타워>안내원(청소)3명1. 주요업무- 광장, 전망대 등 청소 업무 + 고객 안내, 티켓 확인 작업(검표 업무)- 미화 업무지만 고객 안내를 겸할 예정으로 서비스 마인드 필요2. 근무일 : 주 3~4일 근무(요일 협의 가능), 주말 근무 가능자 우대- 근무시간 : 1일 6시간 근무 / 08:00 ~ 14:00(1명) / 12:00 ~ 18:00(1명) / 16:00 ~ 22:00(1명)3. 시급 9,860원4. 성별무관, 유사 경력 및 경험 우대5. 근무지 : 서울 용산구 남산공원길 105, N서울타워6. 지원방법 : 담당자 문의 02-6220-86367. 지원서류 : 이력서8. 복지혜택 : 점심 식사 제공 (점포별 제공 방식 상이), 유니폼 제공, CJ 푸드빌 內 브랜드 이용시 35% 할인 적용",근무시간주3~4일,근무지역용산구 용산동,"급여시급 9,860원",등록일2024-11-22,성별무관,업체명N서울타워,연령~65세까지,지원방법*상담사 알선 02-6220-8636,지원서류,직종안내원,채용인원3명
구인상태구인마감,"근무내용<2025년 서울강남시니어클럽 노인일자리사업 참여자 모집>서류접수: 2024년 11월 29일(금) ~ 12월 6일(금)참여대상: 60세 이상 서울시 거주 노인일자리사업 참여 희망자참여사업: 공동체사업단, 노인역량활용사업, 취업지원사업, 구비사업신청인 제출서류:1. 신청서2. 개인정보 동의서3. 주민등록표 등본(11월 이후 발급, 주민등록번호 표시)4. 신청 사업단 관련 자격증(국가자격증 및 보건복지부발행 자격증만 가능)5. 국가유공자-취업대상자증명서, 장애 정도 확인서류-장애인증명서, 복지카드(공동체사업단 또는 노인역량활용사업 참여자만 해당)*노인일자리사업 사업설명회- 일정 :2024년 11월 29일(금) 오전 10-12시 / 오후 15-17시- 장소 : 강남구 학동로 43길 17, 7층 대강당- 내용 : 노인일자리 사업 및 모집일정 안내- 문의 : 전화(02-547-8866) 및 홈페이지 (https://www.gncsc.go.kr)참조",근무시간내용참조,근무지역강남구내,급여내용참조,등록일2024-11-21,성별무관,업체명강남시니어클럽,연령60세 이상,지원방법전화 02-547-8866,지원서류,직종노인일자리사업,채용인원내용참조
구인상태구인마감,"근무내용<(주)신현대관리>- 아파트 경비원 2명*격일, 07:00~익일 07:00 (휴게: 주간3, 야간 7시간)*월급 2,174,950원*계약직(12개월)*남, 경비신임교육 이수증 필수*근무지 : 성동구 고산자로14길 40 (행당동) 두산아파트 / 5호선 왕십리*지원방법 : 전화 후 방문 010-7130-8631 / 팩스지원 02-471-0147*지원서류 : 이력서*정보출처 : 고용24",근무시간격일07:00~익일07:00,근무지역성동구 행당동,"급여월급 2,174,950원",등록일2024-11-20,성별남,업체명(주)신현대관리,연령무관,지원방법전화 후 방문 010-7130-8631,지원서류,직종아파트 경비원,채용인원2명
